ID;Loan_duration_in_month;Purpose;Loan_Amount;Occupation;Monthly_Income;Length_Employment;Marital_Status;Residential_Property_Status;Home_Address;Office_Address;Age;Present_Residence_Since;Email_Domain_Type
ABC0818;1;electronics;50;permanent_employee;a. Less 100;d. 4-7 years;single;rent;Area_2;Area_2;24;b. 1-5 years;Public_Domain
ABC0819;5;vacation;300;unemployed;a. Less 100;a. unemployed;divorced;own;Area_1;Area_4;43;c. 5-10 years;Public_Domain
ABC0820;1;electronics;50;permanent_employee;a. Less 100;c. 1-4 years;divorced;own;Area_1;Area_2;26;c. 5-10 years;Public_Domain
ABC0821;6;education;50;permanent_employee;a. Less 100;c. 1-4 years;divorced;own;Area_3;Area_2;27;b. 1-5 years;Public_Domain
ABC0822;6;electronics;100;permanent_employee;a. Less 100;c. 1-4 years;divorced;own;Area_4;Area_2;24;a. Less1 year;Public_Domain
ABC0823;1;electronics;100;permanent_employee;a. Less 100;e. More7 years;married;own;Area_3;Area_2;41;b. 1-5 years;Public_Domain
ABC0824;2;education;50;self-employed;a. Less 100;e. More7 years;married;own;Area_4;Area_2;47;d. More10 years;Public_Domain
ABC0825;3;electronics;100;unemployed;a. Less 100;b. Less1 years;divorced;own;Area_3;Area_1;35;b. 1-5 years;Public_Domain
ABC0826;3;household_appliances;50;permanent_employee;a. Less 100;e. More7 years;divorced;own;Area_1;Area_1;30;c. 5-10 years;Public_Domain
ABC0827;3;household_appliances;100;permanent_employee;a. Less 100;e. More7 years;single;rent;Area_2;Area_3;33;d. More10 years;Public_Domain
ABC0828;3;business_loan;100;permanent_employee;a. Less 100;c. 1-4 years;married;own;Area_2;Area_3;36;b. 1-5 years;Public_Domain
ABC0829;3;business_loan;200;permanent_employee;e. More 2000;e. More7 years;married;family_owned;Area_1;Area_2;47;d. More10 years;Professional_Domain
ABC0830;6;business_loan;200;permanent_employee;e. More 2000;c. 1-4 years;married;family_owned;Area_1;Area_1;38;d. More10 years;Professional_Domain
ABC0831;4;business_loan;100;permanent_employee;c. 500 - 1000;c. 1-4 years;married;own;Area_2;Area_1;44;b. 1-5 years;Public_Domain
ABC0832;3;electronics;50;permanent_employee;a. Less 100;b. Less1 years;single;rent;Area_3;Area_4;23;c. 5-10 years;Public_Domain
ABC0833;6;household_appliances;300;permanent_employee;a. Less 100;e. More7 years;married;rent;Area_3;Area_4;29;d. More10 years;Professional_Domain
ABC0834;1;education;200;permanent_employee;e. More 2000;e. More7 years;single;own;Area_4;Area_1;42;d. More10 years;Professional_Domain
ABC0835;3;food;100;self-employed;a. Less 100;b. Less1 years;single;own;Area_3;Area_4;25;c. 5-10 years;Public_Domain
ABC0836;6;electronics;50;permanent_employee;a. Less 100;c. 1-4 years;married;own;Area_3;Area_4;48;d. More10 years;Public_Domain
ABC0837;3;education;50;permanent_employee;e. More 2000;c. 1-4 years;single;own;Area_2;Area_2;21;b. 1-5 years;Public_Domain
ABC0838;1;electronics;50;self-employed;a. Less 100;b. Less1 years;single;rent;Area_2;Area_4;23;c. 5-10 years;Public_Domain
ABC0839;4;business_loan;100;permanent_employee;a. Less 100;e. More7 years;married;own;Area_2;Area_4;63;d. More10 years;Public_Domain
ABC0840;1;education;100;permanent_employee;a. Less 100;e. More7 years;divorced;own;Area_3;Area_3;46;c. 5-10 years;Public_Domain
ABC0841;1;vacation;200;permanent_employee;a. Less 100;d. 4-7 years;married;own;Area_3;Area_4;29;b. 1-5 years;Professional_Domain
ABC0842;3;business_loan;100;self-employed;a. Less 100;c. 1-4 years;married;own;Area_2;Area_2;28;b. 1-5 years;Public_Domain
ABC0843;6;electronics;50;permanent_employee;a. Less 100;b. Less1 years;single;own;Area_4;Area_2;23;d. More10 years;Public_Domain
ABC0844;4;business_loan;50;permanent_employee;a. Less 100;d. 4-7 years;married;own;Area_2;Area_3;50;d. More10 years;Public_Domain
ABC0845;3;electronics;100;permanent_employee;a. Less 100;e. More7 years;married;own;Area_1;Area_2;47;d. More10 years;Public_Domain
ABC0846;3;electronics;100;permanent_employee;e. More 2000;d. 4-7 years;married;own;Area_1;Area_3;35;c. 5-10 years;Professional_Domain
ABC0847;3;electronics;200;permanent_employee;e. More 2000;c. 1-4 years;married;rent;Area_2;Area_3;68;d. More10 years;Professional_Domain
ABC0848;6;electronics;50;permanent_employee;a. Less 100;b. Less1 years;divorced;own;Area_1;Area_1;28;b. 1-5 years;Public_Domain
ABC0849;2;electronics;50;permanent_employee;a. Less 100;d. 4-7 years;married;own;Area_4;Area_3;59;d. More10 years;Public_Domain
ABC0850;6;electronics;50;self-employed;a. Less 100;e. More7 years;married;own;Area_3;Area_2;57;d. More10 years;Public_Domain
ABC0851;3;food;100;permanent_employee;a. Less 100;c. 1-4 years;divorced;rent;Area_3;Area_4;33;b. 1-5 years;Public_Domain
ABC0852;4;business_loan;100;permanent_employee;e. More 2000;d. 4-7 years;married;own;Area_4;Area_4;43;d. More10 years;Professional_Domain
ABC0853;3;household_appliances;50;permanent_employee;a. Less 100;c. 1-4 years;married;family_owned;Area_3;Area_4;35;d. More10 years;Public_Domain
ABC0854;3;electronics;50;self-employed;a. Less 100;d. 4-7 years;married;family_owned;Area_4;Area_1;32;d. More10 years;Public_Domain
ABC0855;3;electronics;300;permanent_employee;a. Less 100;e. More7 years;married;own;Area_4;Area_3;45;b. 1-5 years;Professional_Domain
ABC0856;6;electronics;50;permanent_employee;b. 100 - 500;b. Less1 years;divorced;own;Area_3;Area_2;33;c. 5-10 years;Public_Domain
ABC0857;3;education;50;permanent_employee;e. More 2000;d. 4-7 years;single;own;Area_2;Area_4;40;c. 5-10 years;Public_Domain
ABC0858;3;food;100;permanent_employee;a. Less 100;c. 1-4 years;married;family_owned;Area_2;Area_2;28;b. 1-5 years;Professional_Domain
ABC0859;3;electronics;100;permanent_employee;a. Less 100;c. 1-4 years;single;own;Area_1;Area_2;29;b. 1-5 years;Public_Domain
ABC0860;2;education;100;permanent_employee;b. 100 - 500;c. 1-4 years;married;rent;Area_2;Area_1;26;b. 1-5 years;Public_Domain
ABC0861;4;business_loan;200;permanent_employee;d. 1000 - 2000;c. 1-4 years;married;own;Area_4;Area_3;27;b. 1-5 years;Public_Domain
ABC0862;1;business_loan;100;permanent_employee;a. Less 100;c. 1-4 years;divorced;own;Area_1;Area_4;28;b. 1-5 years;Public_Domain
ABC0863;3;vacation;100;permanent_employee;a. Less 100;b. Less1 years;single;own;Area_4;Area_2;35;d. More10 years;Public_Domain
ABC0864;4;electronics;100;self-employed;d. 1000 - 2000;b. Less1 years;married;own;Area_2;Area_1;32;b. 1-5 years;Public_Domain
ABC0865;2;electronics;100;self-employed;a. Less 100;c. 1-4 years;married;rent;Area_4;Area_3;25;b. 1-5 years;Public_Domain
ABC0866;3;electronics;100;permanent_employee;c. 500 - 1000;c. 1-4 years;single;rent;Area_1;Area_2;20;d. More10 years;Public_Domain
ABC0867;3;vacation;100;permanent_employee;a. Less 100;b. Less1 years;single;own;Area_4;Area_1;27;a. Less1 year;Public_Domain
ABC0868;2;electronics;100;permanent_employee;a. Less 100;e. More7 years;married;own;Area_2;Area_3;42;d. More10 years;Public_Domain
ABC0869;5;business_loan;200;permanent_employee;e. More 2000;e. More7 years;married;own;Area_2;Area_3;37;b. 1-5 years;Professional_Domain
ABC0870;2;food;50;permanent_employee;a. Less 100;e. More7 years;single;rent;Area_2;Area_2;24;d. More10 years;Public_Domain
ABC0871;5;food;200;permanent_employee;c. 500 - 1000;d. 4-7 years;single;own;Area_4;Area_4;40;d. More10 years;Public_Domain
ABC0872;1;education;50;permanent_employee;a. Less 100;e. More7 years;married;own;Area_2;Area_2;46;d. More10 years;Public_Domain
ABC0873;6;business_loan;50;permanent_employee;b. 100 - 500;d. 4-7 years;married;own;Area_1;Area_3;26;a. Less1 year;Public_Domain
ABC0874;3;household_appliances;50;permanent_employee;e. More 2000;b. Less1 years;single;own;Area_4;Area_2;24;a. Less1 year;Public_Domain
ABC0875;2;electronics;100;self-employed;a. Less 100;c. 1-4 years;married;own;Area_3;Area_4;29;b. 1-5 years;Professional_Domain
ABC0876;6;electronics;50;permanent_employee;d. 1000 - 2000;c. 1-4 years;single;own;Area_1;Area_2;40;d. More10 years;Public_Domain
ABC0877;3;electronics;50;unemployed;a. Less 100;b. Less1 years;married;family_owned;Area_2;Area_4;36;d. More10 years;Public_Domain
ABC0878;5;electronics;100;permanent_employee;a. Less 100;e. More7 years;married;own;Area_2;Area_2;28;b. 1-5 years;Public_Domain
ABC0879;2;electronics;50;unemployed;a. Less 100;b. Less1 years;married;family_owned;Area_1;Area_2;27;b. 1-5 years;Public_Domain
ABC0880;5;electronics;200;permanent_employee;e. More 2000;d. 4-7 years;married;own;Area_3;Area_3;36;c. 5-10 years;Professional_Domain
ABC0881;4;business_loan;200;unemployed;a. Less 100;d. 4-7 years;married;own;Area_1;Area_3;38;c. 5-10 years;Professional_Domain
ABC0882;4;business_loan;200;permanent_employee;e. More 2000;c. 1-4 years;divorced;family_owned;Area_2;Area_1;48;d. More10 years;Public_Domain
ABC0883;5;electronics;100;permanent_employee;e. More 2000;e. More7 years;married;own;Area_2;Area_4;36;d. More10 years;Public_Domain
ABC0884;3;electronics;50;contract_employee;a. Less 100;a. unemployed;single;own;Area_1;Area_1;65;d. More10 years;Public_Domain
ABC0885;4;electronics;100;permanent_employee;a. Less 100;d. 4-7 years;divorced;own;Area_2;Area_4;43;c. 5-10 years;Public_Domain
ABC0886;2;food;50;permanent_employee;a. Less 100;b. Less1 years;single;own;Area_2;Area_3;53;d. More10 years;Public_Domain
ABC0887;4;business_loan;100;permanent_employee;e. More 2000;d. 4-7 years;married;own;Area_4;Area_4;34;c. 5-10 years;Public_Domain
ABC0888;6;business_loan;300;permanent_employee;a. Less 100;c. 1-4 years;married;own;Area_4;Area_3;23;b. 1-5 years;Professional_Domain
ABC0889;5;electronics;200;unemployed;a. Less 100;e. More7 years;married;own;Area_2;Area_1;34;d. More10 years;Professional_Domain
ABC0890;4;business_loan;200;permanent_employee;e. More 2000;b. Less1 years;married;rent;Area_2;Area_2;40;d. More10 years;Professional_Domain
ABC0891;4;business_loan;100;unemployed;a. Less 100;e. More7 years;married;own;Area_1;Area_2;43;d. More10 years;Public_Domain
ABC0892;3;household_appliances;50;permanent_employee;a. Less 100;e. More7 years;married;own;Area_1;Area_2;46;d. More10 years;Public_Domain
ABC0893;6;electronics;100;self-employed;a. Less 100;c. 1-4 years;married;own;Area_1;Area_3;38;d. More10 years;Public_Domain
ABC0894;5;business_loan;200;permanent_employee;a. Less 100;c. 1-4 years;married;own;Area_1;Area_4;34;d. More10 years;Professional_Domain
ABC0895;3;household_appliances;50;permanent_employee;e. More 2000;c. 1-4 years;married;own;Area_3;Area_2;29;c. 5-10 years;Public_Domain
ABC0896;5;business_loan;200;unemployed;e. More 2000;d. 4-7 years;married;own;Area_3;Area_1;31;b. 1-5 years;Public_Domain
ABC0897;3;household_appliances;100;unemployed;a. Less 100;b. Less1 years;single;rent;Area_4;Area_2;28;d. More10 years;Public_Domain
ABC0898;2;electronics;50;permanent_employee;d. 1000 - 2000;d. 4-7 years;single;own;Area_3;Area_1;35;b. 1-5 years;Public_Domain
ABC0899;3;electronics;100;self-employed;e. More 2000;d. 4-7 years;single;rent;Area_1;Area_3;33;d. More10 years;Public_Domain
ABC0900;1;electronics;100;permanent_employee;a. Less 100;c. 1-4 years;married;own;Area_1;Area_2;42;c. 5-10 years;Professional_Domain
ABC0901;3;electronics;100;permanent_employee;a. Less 100;e. More7 years;married;rent;Area_1;Area_2;43;d. More10 years;Public_Domain
ABC0902;3;electronics;100;permanent_employee;e. More 2000;b. Less1 years;divorced;own;Area_1;Area_2;44;d. More10 years;Public_Domain
ABC0903;5;business_loan;300;permanent_employee;e. More 2000;e. More7 years;married;family_owned;Area_4;Area_2;42;d. More10 years;Public_Domain
ABC0904;3;electronics;50;permanent_employee;e. More 2000;c. 1-4 years;divorced;rent;Area_1;Area_4;40;b. 1-5 years;Public_Domain
ABC0905;6;electronics;50;unemployed;a. Less 100;e. More7 years;married;own;Area_1;Area_3;36;a. Less1 year;Public_Domain
ABC0906;2;electronics;50;unemployed;a. Less 100;c. 1-4 years;married;rent;Area_3;Area_1;20;b. 1-5 years;Public_Domain
ABC0907;3;household_appliances;100;self-employed;e. More 2000;d. 4-7 years;married;own;Area_1;Area_2;24;b. 1-5 years;Professional_Domain
ABC0908;5;food;100;permanent_employee;e. More 2000;c. 1-4 years;divorced;own;Area_1;Area_2;27;b. 1-5 years;Public_Domain
ABC0909;3;business_loan;100;self-employed;a. Less 100;b. Less1 years;single;own;Area_3;Area_3;46;b. 1-5 years;Professional_Domain
ABC0910;2;education;100;self-employed;e. More 2000;c. 1-4 years;single;own;Area_3;Area_4;33;b. 1-5 years;Professional_Domain
ABC0911;5;electronics;100;permanent_employee;a. Less 100;c. 1-4 years;single;own;Area_4;Area_1;34;d. More10 years;Public_Domain
ABC0912;3;electronics;100;self-employed;a. Less 100;b. Less1 years;single;own;Area_1;Area_4;25;d. More10 years;Public_Domain
ABC0913;5;electronics;100;permanent_employee;e. More 2000;e. More7 years;single;own;Area_2;Area_1;25;d. More10 years;Public_Domain
ABC0914;2;business_loan;100;permanent_employee;d. 1000 - 2000;e. More7 years;divorced;own;Area_1;Area_1;28;b. 1-5 years;Public_Domain
ABC0915;1;business_loan;100;permanent_employee;a. Less 100;c. 1-4 years;married;rent;Area_3;Area_2;31;b. 1-5 years;Professional_Domain
ABC0916;6;household_appliances;300;unemployed;a. Less 100;c. 1-4 years;single;own;Area_1;Area_2;32;b. 1-5 years;Public_Domain
ABC0917;2;business_loan;100;permanent_employee;b. 100 - 500;c. 1-4 years;married;own;Area_3;Area_4;32;b. 1-5 years;Public_Domain
ABC0918;1;electronics;300;unemployed;a. Less 100;e. More7 years;married;own;Area_2;Area_3;68;d. More10 years;Public_Domain
ABC0919;4;electronics;100;permanent_employee;b. 100 - 500;a. unemployed;divorced;own;Area_2;Area_1;33;a. Less1 year;Public_Domain
ABC0920;3;electronics;100;unemployed;a. Less 100;e. More7 years;married;rent;Area_2;Area_1;39;b. 1-5 years;Public_Domain
ABC0921;3;vacation;50;permanent_employee;a. Less 100;c. 1-4 years;single;own;Area_1;Area_2;28;b. 1-5 years;Public_Domain
ABC0922;6;household_appliances;300;unemployed;c. 500 - 1000;d. 4-7 years;married;own;Area_2;Area_1;37;a. Less1 year;Public_Domain
ABC0923;2;electronics;50;permanent_employee;a. Less 100;b. Less1 years;single;rent;Area_4;Area_1;22;d. More10 years;Public_Domain
ABC0924;6;electronics;100;permanent_employee;a. Less 100;d. 4-7 years;married;rent;Area_1;Area_4;30;d. More10 years;Public_Domain
ABC0925;4;vacation;200;permanent_employee;a. Less 100;b. Less1 years;divorced;own;Area_3;Area_3;55;a. Less1 year;Public_Domain
ABC0926;3;electronics;50;permanent_employee;a. Less 100;b. Less1 years;married;own;Area_1;Area_4;46;b. 1-5 years;Public_Domain
ABC0927;3;electronics;50;permanent_employee;a. Less 100;b. Less1 years;single;rent;Area_3;Area_2;21;d. More10 years;Public_Domain
ABC0928;6;business_loan;300;permanent_employee;a. Less 100;d. 4-7 years;married;family_owned;Area_2;Area_4;39;d. More10 years;Public_Domain
ABC0929;5;electronics;50;permanent_employee;e. More 2000;e. More7 years;married;own;Area_4;Area_1;58;d. More10 years;Public_Domain
ABC0930;3;electronics;50;self-employed;a. Less 100;c. 1-4 years;married;own;Area_2;Area_2;43;b. 1-5 years;Public_Domain
ABC0931;4;electronics;50;self-employed;a. Less 100;b. Less1 years;married;own;Area_1;Area_4;24;a. Less1 year;Public_Domain
ABC0932;1;electronics;50;permanent_employee;a. Less 100;b. Less1 years;single;own;Area_1;Area_4;22;b. 1-5 years;Public_Domain
ABC0933;3;education;50;permanent_employee;a. Less 100;c. 1-4 years;married;own;Area_1;Area_2;30;a. Less1 year;Public_Domain
ABC0934;2;electronics;50;permanent_employee;c. 500 - 1000;e. More7 years;married;own;Area_1;Area_2;42;d. More10 years;Public_Domain
ABC0935;1;electronics;50;permanent_employee;a. Less 100;c. 1-4 years;single;own;Area_3;Area_2;23;a. Less1 year;Public_Domain
ABC0936;3;electronics;50;unemployed;b. 100 - 500;b. Less1 years;married;own;Area_1;Area_4;30;c. 5-10 years;Public_Domain
ABC0937;2;electronics;50;self-employed;a. Less 100;c. 1-4 years;single;own;Area_3;Area_1;28;b. 1-5 years;Public_Domain
ABC0938;1;electronics;100;unemployed;a. Less 100;b. Less1 years;divorced;rent;Area_2;Area_2;30;c. 5-10 years;Public_Domain
ABC0939;6;food;200;permanent_employee;a. Less 100;c. 1-4 years;married;family_owned;Area_3;Area_3;42;d. More10 years;Professional_Domain
ABC0940;4;business_loan;200;unemployed;e. More 2000;c. 1-4 years;married;own;Area_2;Area_4;46;d. More10 years;Public_Domain
ABC0941;3;electronics;100;unemployed;e. More 2000;b. Less1 years;married;own;Area_1;Area_2;45;c. 5-10 years;Public_Domain
ABC0942;1;education;50;self-employed;a. Less 100;c. 1-4 years;married;own;Area_4;Area_4;31;b. 1-5 years;Public_Domain
ABC0943;4;vacation;50;permanent_employee;e. More 2000;d. 4-7 years;married;own;Area_2;Area_4;31;b. 1-5 years;Public_Domain
ABC0944;1;electronics;50;self-employed;a. Less 100;d. 4-7 years;married;own;Area_2;Area_3;42;a. Less1 year;Public_Domain
ABC0945;3;electronics;50;permanent_employee;a. Less 100;b. Less1 years;single;rent;Area_1;Area_1;46;a. Less1 year;Public_Domain
ABC0946;6;education;200;permanent_employee;c. 500 - 1000;b. Less1 years;single;own;Area_1;Area_3;30;a. Less1 year;Professional_Domain
ABC0947;1;electronics;100;permanent_employee;c. 500 - 1000;b. Less1 years;married;family_owned;Area_4;Area_3;30;d. More10 years;Professional_Domain
ABC0948;6;household_appliances;100;unemployed;e. More 2000;a. unemployed;married;own;Area_3;Area_4;38;d. More10 years;Public_Domain
ABC0949;1;electronics;50;self-employed;a. Less 100;b. Less1 years;divorced;own;Area_4;Area_2;43;a. Less1 year;Public_Domain
ABC0950;6;electronics;100;permanent_employee;b. 100 - 500;e. More7 years;married;own;Area_4;Area_2;31;d. More10 years;Public_Domain
ABC0951;3;business_loan;100;contract_employee;a. Less 100;a. unemployed;divorced;own;Area_4;Area_2;40;c. 5-10 years;Public_Domain
ABC0952;3;business_loan;100;permanent_employee;a. Less 100;d. 4-7 years;married;own;Area_3;Area_2;24;a. Less1 year;Public_Domain
ABC0953;3;business_loan;100;permanent_employee;c. 500 - 1000;b. Less1 years;single;rent;Area_1;Area_4;28;d. More10 years;Public_Domain
ABC0954;5;electronics;300;unemployed;a. Less 100;a. unemployed;single;own;Area_2;Area_2;26;b. 1-5 years;Public_Domain
ABC0955;1;electronics;50;permanent_employee;a. Less 100;c. 1-4 years;single;own;Area_2;Area_1;29;d. More10 years;Public_Domain
ABC0956;4;household_appliances;50;unemployed;d. 1000 - 2000;e. More7 years;single;rent;Area_4;Area_1;57;d. More10 years;Public_Domain
ABC0957;6;household_appliances;100;self-employed;e. More 2000;e. More7 years;married;own;Area_1;Area_4;49;d. More10 years;Professional_Domain
ABC0958;2;electronics;50;self-employed;a. Less 100;e. More7 years;married;own;Area_3;Area_4;37;d. More10 years;Public_Domain
ABC0959;3;electronics;100;self-employed;a. Less 100;c. 1-4 years;married;own;Area_1;Area_1;45;b. 1-5 years;Professional_Domain
ABC0960;4;food;100;permanent_employee;b. 100 - 500;e. More7 years;married;family_owned;Area_1;Area_2;30;d. More10 years;Public_Domain
ABC0961;1;electronics;50;permanent_employee;a. Less 100;e. More7 years;divorced;rent;Area_1;Area_2;30;b. 1-5 years;Public_Domain
ABC0962;3;electronics;100;permanent_employee;a. Less 100;c. 1-4 years;divorced;own;Area_2;Area_3;47;d. More10 years;Public_Domain
ABC0963;3;electronics;100;permanent_employee;e. More 2000;c. 1-4 years;married;own;Area_4;Area_2;29;b. 1-5 years;Public_Domain
ABC0964;4;household_appliances;100;permanent_employee;c. 500 - 1000;e. More7 years;married;own;Area_1;Area_2;35;b. 1-5 years;Public_Domain
ABC0965;1;vacation;50;self-employed;a. Less 100;b. Less1 years;divorced;own;Area_1;Area_4;22;a. Less1 year;Public_Domain
ABC0966;5;electronics;50;permanent_employee;e. More 2000;c. 1-4 years;single;own;Area_2;Area_4;26;a. Less1 year;Public_Domain
ABC0967;4;electronics;100;self-employed;c. 500 - 1000;c. 1-4 years;married;own;Area_2;Area_4;23;b. 1-5 years;Public_Domain
ABC0968;3;electronics;100;unemployed;a. Less 100;e. More7 years;single;rent;Area_1;Area_3;54;b. 1-5 years;Professional_Domain
ABC0969;6;electronics;200;permanent_employee;e. More 2000;d. 4-7 years;divorced;rent;Area_1;Area_2;29;d. More10 years;Public_Domain
ABC0970;1;education;100;self-employed;a. Less 100;c. 1-4 years;married;own;Area_4;Area_1;40;b. 1-5 years;Public_Domain
ABC0971;6;vacation;50;permanent_employee;b. 100 - 500;c. 1-4 years;married;own;Area_3;Area_4;22;b. 1-5 years;Public_Domain
ABC0972;1;education;200;self-employed;a. Less 100;c. 1-4 years;;own;Area_2;Area_4;43;d. More10 years;Professional_Domain
ABC0973;6;vacation;50;contract_employee;a. Less 100;a. unemployed;single;rent;Area_3;Area_4;29;d. More10 years;Public_Domain
ABC0974;1;vacation;200;permanent_employee;a. Less 100;e. More7 years;married;rent;Area_2;Area_3;36;d. More10 years;Professional_Domain
ABC0975;5;electronics;100;permanent_employee;a. Less 100;;single;own;Area_1;Area_2;33;b. 1-5 years;Public_Domain
ABC0976;4;electronics;50;self-employed;c. 500 - 1000;c. 1-4 years;single;own;Area_1;Area_3;57;c. 5-10 years;Public_Domain
ABC0977;1;electronics;50;permanent_employee;a. Less 100;c. 1-4 years;single;own;Area_4;Area_2;64;c. 5-10 years;Public_Domain
ABC0978;1;vacation;100;permanent_employee;e. More 2000;e. More7 years;married;own;Area_2;Area_2;42;b. 1-5 years;Public_Domain
ABC0979;6;electronics;100;self-employed;a. Less 100;e. More7 years;married;own;Area_1;Area_2;47;d. More10 years;Public_Domain
ABC0980;6;vacation;50;permanent_employee;b. 100 - 500;c. 1-4 years;divorced;rent;Area_4;Area_1;25;b. 1-5 years;Public_Domain
ABC0981;3;electronics;200;permanent_employee;a. Less 100;d. 4-7 years;married;own;Area_4;Area_2;49;b. 1-5 years;Public_Domain
ABC0982;1;electronics;100;unemployed;a. Less 100;a. unemployed;married;rent;Area_1;Area_4;33;b. 1-5 years;Public_Domain
ABC0983;6;food;100;unemployed;b. 100 - 500;c. 1-4 years;single;own;Area_4;Area_3;28;a. Less1 year;Public_Domain
ABC0984;5;household_appliances;200;permanent_employee;a. Less 100;c. 1-4 years;married;own;Area_4;Area_1;26;;Public_Domain
ABC0985;4;electronics;100;self-employed;a. Less 100;d. 4-7 years;married;own;Area_2;Area_2;30;b. 1-5 years;Public_Domain
ABC0986;3;electronics;50;permanent_employee;a. Less 100;c. 1-4 years;single;rent;Area_2;Area_4;25;c. 5-10 years;Public_Domain
ABC0987;6;business_loan;200;permanent_employee;a. Less 100;b. Less1 years;divorced;own;Area_4;Area_4;33;a. Less1 year;Public_Domain
ABC0988;3;electronics;50;permanent_employee;b. 100 - 500;a. unemployed;single;own;Area_4;Area_3;64;d. More10 years;Public_Domain
ABC0989;4;business_loan;200;unemployed;a. Less 100;a. unemployed;married;family_owned;Area_2;Area_1;29;b. 1-5 years;Public_Domain
ABC0990;1;electronics;50;self-employed;a. Less 100;e. More7 years;married;own;Area_2;Area_3;48;b. 1-5 years;Public_Domain
ABC0991;6;food;100;self-employed;e. More 2000;b. Less1 years;married;own;Area_1;Area_1;37;a. Less1 year;Professional_Domain
ABC0992;1;electronics;50;self-employed;b. 100 - 500;e. More7 years;married;own;Area_2;Area_3;34;d. More10 years;Public_Domain
ABC0993;1;electronics;50;;e. More 2000;d. 4-7 years;divorced;rent;Area_3;Area_2;23;d. More10 years;Public_Domain
ABC0994;1;food;100;;a. Less 100;a. unemployed;married;own;Area_4;Area_3;30;c. 5-10 years;Public_Domain
ABC0995;2;electronics;100;;e. More 2000;e. More7 years;married;own;Area_4;Area_2;50;c. 5-10 years;Public_Domain
ABC0996;2;food;50;self-employed;a. Less 100;d. 4-7 years;single;own;Area_2;Area_1;31;d. More10 years;Public_Domain
ABC0997;5;business_loan;100;unemployed;a. Less 100;c. 1-4 years;divorced;own;Area_2;Area_3;40;d. More10 years;Public_Domain
ABC0998;1;electronics;50;permanent_employee;a. Less 100;e. More7 years;married;own;Area_3;Area_1;38;d. More10 years;Public_Domain
ABC0999;6;electronics;50;permanent_employee;a. Less 100;c. 1-4 years;married;family_owned;Area_2;Area_1;23;d. More10 years;Public_Domain
ABC1000;6;business_loan;100;permanent_employee;b. 100 - 500;a. unemployed;married;own;Area_4;Area_3;27;d. More10 years;Professional_Domain
